kind,.pred_AI,.pred_class,detector,native,name,model,document_id,prompt
AI,0.000489731,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,710,Elevate using technical
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,609,Elevate using technical
AI,0.614135683,AI,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,697,Elevate using technical
AI,0.999827206,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,602,Elevate using technical
AI,0.912090719,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,530,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,49,NA
Human,0.000398845,Human,HFOpenAI,Yes,Real College Essays,Human,290,NA
AI,0.75,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,580,Plain
AI,0.999999508,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,504,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,829,NA
AI,0.078708924,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,698,Elevate using technical
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,140,Simplify like non-native
Human,0.994464367,AI,Sapling,No,Real TOEFL,Human,351,NA
AI,1.47E-05,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,109,Simplify like non-native
AI,0.007437527,Human,Quil,NA,Fake CS224N - GPT3,GPT3,9,Plain
AI,0.072408393,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,428,Enhance like native
Human,0.375,Human,ZeroGPT,No,Real TOEFL,Human,332,NA
Human,9.47E-07,Human,Sapling,Yes,US 8th grade essay,Human,86,NA
AI,0.99999884,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,522,Plain
Human,0.001036035,Human,OriginalityAI,Yes,Real CS224N,Human,839,NA
AI,0.000879558,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,167,Simplify like non-native
AI,0.006932207,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,140,Simplify like non-native
AI,0.978666067,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,575,Plain
AI,0.375,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,629,Plain
AI,9.66E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,556,Elevate using technical
AI,0,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,2,Elevate using literary
Human,0.020316202,Human,HFOpenAI,No,Real TOEFL,Human,459,NA
AI,8.34E-06,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,411,Simplify like non-native
AI,0.000252026,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,411,Simplify like non-native
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,123,Simplify like non-native
Human,0.000170457,Human,HFOpenAI,Yes,Real CS224N,Human,830,NA
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,656,Plain
AI,0.000196249,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,27,Plain
AI,0.999999548,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,530,Elevate using technical
Human,0.467520982,Human,OriginalityAI,Yes,Real CS224N,Human,754,NA
AI,0.002194586,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,167,Simplify like non-native
Human,4.19E-08,Human,GPTZero,Yes,Real CS224N,Human,733,NA
Human,0.625,AI,ZeroGPT,No,Real TOEFL,Human,262,NA
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,559,Elevate using technical
AI,0.005899844,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,700,Plain
Human,1.78E-35,Human,GPTZero,Yes,Real College Essays,Human,915,NA
AI,0.999733508,AI,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,905,Plain
AI,4.82E-07,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,610,Plain
Human,0.013701278,Human,GPTZero,No,Real TOEFL,Human,216,NA
AI,0.947209239,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,660,Elevate using technical
AI,0.048098918,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,635,Elevate using technical
Human,0.000177451,Human,HFOpenAI,Yes,Real CS224N,Human,829,NA
Human,0.871406138,AI,HFOpenAI,No,Real TOEFL,Human,334,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,193,NA
AI,0.000172257,Human,Quil,NA,Fake CS224N - GPT3,GPT3,512,Plain
AI,0.000656477,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,726,Elevate using technical
AI,5.92E-07,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,131,Simplify like non-native
AI,0.996371269,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,593,Plain
AI,0.989526749,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,199,Simplify like non-native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,672,Plain
AI,0.003532848,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,558,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,624,Elevate using technical
AI,0.998556674,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,571,Plain
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,589,Plain
Human,0.057907389,Human,Sapling,Yes,US 8th grade essay,Human,183,NA
AI,1.48E-06,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,447,Simplify like non-native
AI,0.00035732,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,205,Elevate using literary
AI,0.96239233,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,535,Plain
AI,0.010925969,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,700,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,817,NA
AI,2.28E-06,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,681,Elevate using technical
Human,0.000174655,Human,HFOpenAI,Yes,Real CS224N,Human,853,NA
AI,0.060522396,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,27,Plain
AI,7.24E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,724,Elevate using technical
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,176,NA
AI,0.894378066,AI,Quil,NA,Fake College Essays - GPT3,GPT3,71,Plain
AI,0.964227438,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,394,Simplify like non-native
AI,0.000168377,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,711,Elevate using technical
Human,0.000170588,Human,Quil,Yes,Real College Essays,Human,417,NA
AI,0.580108345,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,318,Simplify like non-native
Human,0.000202836,Human,HFOpenAI,Yes,Real CS224N,Human,783,NA
AI,0.882048726,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,8,Plain
Human,0.00017013,Human,HFOpenAI,Yes,Real College Essays,Human,904,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,128,NA
AI,6.10E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,463,Elevate using technical
Human,0.001660107,Human,HFOpenAI,Yes,US 8th grade essay,Human,164,NA
Human,0.00950146,Human,Crossplag,Yes,US 8th grade essay,Human,237,NA
AI,0.000258723,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,179,Simplify like non-native
AI,0.089124277,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,570,Plain
AI,0.000225127,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,61,Elevate using literary
Human,0.000168731,Human,Crossplag,Yes,Real CS224N,Human,880,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,54,Elevate using technical
Human,0.003837409,Human,OriginalityAI,Yes,Real CS224N,Human,788,NA
AI,7.51E-05,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,257,Enhance like native
Human,0.003108268,Human,OriginalityAI,Yes,Real CS224N,Human,868,NA
Human,0.000179375,Human,HFOpenAI,Yes,Real College Essays,Human,485,NA
Human,0.000237532,Human,OriginalityAI,Yes,Real CS224N,Human,785,NA
Human,0.046702057,Human,OriginalityAI,Yes,Real CS224N,Human,857,NA
Human,0.625477314,AI,OriginalityAI,Yes,Real CS224N,Human,755,NA
Human,0.004419029,Human,Quil,No,Real TOEFL,Human,390,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,253,Enhance like native
AI,8.62E-05,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,505,Elevate using technical
Human,0.125,Human,ZeroGPT,Yes,Real College Essays,Human,917,NA
AI,0.03650213,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,186,Simplify like non-native
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,288,Enhance like native
AI,7.42E-05,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,42,Elevate using literary
AI,0.99982518,AI,Crossplag,NA,Fake College Essays - GPT3,GPT3,730,Plain
Human,0.000176999,Human,HFOpenAI,Yes,Real College Essays,Human,273,NA
Human,0.921921492,AI,HFOpenAI,No,Real TOEFL,Human,899,NA
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,212,NA
AI,0.000100059,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,596,Plain
AI,0.000222135,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,286,Enhance like native
AI,0.976088583,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,528,Elevate using technical
AI,0.625,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,236,Simplify like non-native
Human,0.75,AI,ZeroGPT,No,Real TOEFL,Human,525,NA
Human,3.45E-14,Human,GPTZero,Yes,Real CS224N,Human,882,NA
AI,0.011780646,Human,Crossplag,NA,Fake College Essays - GPT3,GPT3,893,Plain
Human,0.000179589,Human,Quil,Yes,Real College Essays,Human,348,NA
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,29,Plain
AI,0.033965637,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,178,Simplify like non-native
Human,0.000284686,Human,HFOpenAI,Yes,Real College Essays,Human,222,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,777,NA
AI,0.714545228,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,230,Simplify like non-native
Human,0.999998801,AI,Sapling,No,Real TOEFL,Human,70,NA
Human,0.001248602,Human,OriginalityAI,No,Real TOEFL,Human,908,NA
Human,3.45E-14,Human,GPTZero,Yes,Real College Essays,Human,44,NA
Human,0.625,AI,ZeroGPT,No,Real TOEFL,Human,275,NA
Human,0.000220678,Human,OriginalityAI,Yes,Real College Essays,Human,209,NA
AI,2.17E-06,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,346,Enhance like native
AI,7.77E-07,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,897,Elevate using literary
Human,0.996432662,AI,Quil,Yes,US 8th grade essay,Human,128,NA
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,695,Elevate using technical
AI,0.9826,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,168,Simplify like non-native
Human,0.00018015,Human,HFOpenAI,Yes,Real CS224N,Human,882,NA
Human,0.000114423,Human,GPTZero,Yes,Real College Essays,Human,313,NA
Human,0.148652121,Human,Crossplag,No,Real TOEFL,Human,260,NA
Human,0.000127194,Human,OriginalityAI,Yes,Real College Essays,Human,365,NA
Human,0.999691844,AI,HFOpenAI,No,Real TOEFL,Human,306,NA
Human,0.040709171,Human,OriginalityAI,Yes,Real CS224N,Human,771,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,668,Elevate using technical
Human,2.34E-20,Human,GPTZero,Yes,US 8th grade essay,Human,190,NA
AI,0.000171017,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,268,Enhance like native
AI,9.93E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,725,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,554,Elevate using technical
Human,0.018231403,Human,Crossplag,Yes,Real CS224N,Human,735,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,401,Enhance like native
AI,0,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,382,Elevate using literary
AI,0.067885065,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,155,Simplify like non-native
AI,0.000186026,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,420,Elevate using literary
AI,4.94E-07,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,206,Enhance like native
Human,0.000395377,Human,HFOpenAI,Yes,Real College Essays,Human,46,NA
Human,0.000212631,Human,Crossplag,Yes,Real CS224N,Human,764,NA
AI,0.938883535,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,13,Plain
AI,0.02717554,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,257,Enhance like native
Human,0,Human,ZeroGPT,No,Real TOEFL,Human,300,NA
AI,0.000100059,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,312,Enhance like native
AI,0.319113642,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,575,Plain
AI,0.643570215,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,159,Simplify like non-native
Human,7.59E-07,Human,Sapling,Yes,US 8th grade essay,Human,241,NA
Human,0.263717454,Human,OriginalityAI,Yes,Real College Essays,Human,391,NA
AI,0.010405805,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,9,Plain
AI,0.999817193,AI,Quil,NA,Fake CS224N - GPT3,GPT3,515,Plain
Human,4.19E-08,Human,GPTZero,Yes,Real CS224N,Human,752,NA
AI,0.007385564,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,526,Enhance like native
AI,0.000656477,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,380,Enhance like native
Human,0.000322064,Human,HFOpenAI,Yes,US 8th grade essay,Human,165,NA
Human,0.033270475,Human,HFOpenAI,No,Real TOEFL,Human,910,NA
AI,0.999658336,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,568,Plain
Human,0.983918428,AI,Crossplag,No,Real TOEFL,Human,431,NA
Human,0.000192018,Human,HFOpenAI,Yes,Real CS224N,Human,846,NA
Human,0.000317421,Human,Crossplag,Yes,Real College Essays,Human,292,NA
AI,0.130824432,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,489,Enhance like native
AI,0.982937157,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,139,Simplify like non-native
Human,0.010712028,Human,Quil,Yes,US 8th grade essay,Human,151,NA
AI,0.000173271,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,283,Enhance like native
Human,0.999105223,AI,Sapling,No,Real TOEFL,Human,323,NA
Human,0.018677235,Human,Quil,Yes,US 8th grade essay,Human,413,NA
Human,0.98347789,AI,HFOpenAI,No,Real TOEFL,Human,545,NA
Human,0.001,Human,OriginalityAI,Yes,US 8th grade essay,Human,185,NA
AI,0.000656477,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,697,Elevate using technical
AI,0.000324368,Human,Quil,NA,Fake CS224N - GPT3,GPT3,409,Plain
AI,0.000323095,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,24,Plain
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,72,Plain
AI,0.000777129,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,527,Elevate using technical
Human,0.244444703,Human,Sapling,Yes,Real College Essays,Human,412,NA
Human,2.57E-05,Human,GPTZero,No,Real TOEFL,Human,323,NA
AI,0.000171447,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,714,Elevate using technical
Human,0.00017256,Human,Crossplag,Yes,Real College Essays,Human,209,NA
AI,0.000173241,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,897,Elevate using literary
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,710,Elevate using technical
Human,0.000176609,Human,Quil,Yes,US 8th grade essay,Human,110,NA
AI,0.5,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,121,Simplify like non-native
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,315,Plain
AI,0.000918572,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,718,Elevate using technical
AI,0.000269949,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,363,Enhance like native
AI,0.000435337,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,261,Enhance like native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,385,Plain
Human,0.000242054,Human,Crossplag,Yes,US 8th grade essay,Human,115,NA
AI,0.000315309,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,80,Simplify like non-native
Human,0.000119169,Human,OriginalityAI,Yes,Real CS224N,Human,756,NA
Human,6.83E-07,Human,Sapling,Yes,Real College Essays,Human,347,NA
AI,0.00066736,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,235,Simplify like non-native
AI,0.910342225,AI,GPTZero,NA,Fake CS224N - GPT3,GPT3,461,Plain
AI,0.523495555,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,712,Elevate using technical
AI,0.999122322,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,228,Simplify like non-native
AI,0.94823331,AI,GPTZero,NA,Fake College Essays - GPT3,GPT3,204,Plain
AI,0.001793627,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,592,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,559,Elevate using technical
AI,0.999384522,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,427,Simplify like non-native
AI,0.9994,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,84,Simplify like non-native
AI,0.994357169,AI,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,254,Enhance like native
Human,0.000174582,Human,Quil,Yes,Real College Essays,Human,269,NA
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,240,NA
AI,1.47E-05,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,576,Plain
Human,0.180459395,Human,HFOpenAI,No,Real TOEFL,Human,264,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,119,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,869,NA
AI,0.125,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,368,Elevate using literary
Human,0.952367246,AI,Crossplag,Yes,Real CS224N,Human,817,NA
Human,0.000178164,Human,HFOpenAI,Yes,Real College Essays,Human,295,NA
Human,0.000356772,Human,GPTZero,No,Real TOEFL,Human,300,NA
AI,0.015551031,Human,Quil,NA,Fake College Essays - GPT3,GPT3,211,Plain
Human,0.001531925,Human,HFOpenAI,Yes,Real College Essays,Human,49,NA
Human,0.005790496,Human,HFOpenAI,Yes,US 8th grade essay,Human,116,NA
AI,7.83E-07,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,491,Enhance like native
Human,0.887165174,AI,GPTZero,No,Real TOEFL,Human,249,NA
AI,1.11E-06,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,678,Plain
AI,0.999403358,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,178,Simplify like non-native
Human,0.001230014,Human,OriginalityAI,Yes,Real CS224N,Human,783,NA
AI,0.994781196,AI,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,71,Plain
Human,0.999999301,AI,Sapling,No,Real TOEFL,Human,899,NA
Human,0.000411978,Human,HFOpenAI,Yes,US 8th grade essay,Human,180,NA
Human,0.000865877,Human,HFOpenAI,Yes,US 8th grade essay,Human,889,NA
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,731,Plain
AI,0.000100059,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,369,Enhance like native
AI,0.874923229,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,475,Elevate using technical
AI,0.999826968,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,565,Plain
Human,7.44E-06,Human,Sapling,Yes,US 8th grade essay,Human,888,NA
AI,0.000208634,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,213,Enhance like native
AI,9.32E-05,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,555,Elevate using technical
AI,0.13427496,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,530,Elevate using technical
AI,0.653521362,AI,GPTZero,NA,Fake CS224N - GPT3,GPT3,615,Plain
Human,5.00E-04,Human,OriginalityAI,Yes,US 8th grade essay,Human,174,NA
Human,0.000490061,Human,HFOpenAI,Yes,US 8th grade essay,Human,328,NA
AI,0.000656477,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,375,Enhance like native
AI,0.954972684,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,636,Plain
AI,0.033965637,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,513,Elevate using technical
AI,0.135838985,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,680,Elevate using technical
Human,0.002255651,Human,OriginalityAI,Yes,Real CS224N,Human,816,NA
AI,0.234087706,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,261,Enhance like native
AI,0.08371304,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,206,Enhance like native
Human,0.002355016,Human,Crossplag,Yes,Real CS224N,Human,863,NA
AI,0.125,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,7,Plain
AI,0.000310302,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,454,Enhance like native
AI,6.30E-07,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,253,Enhance like native
AI,0.080559686,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,489,Enhance like native
Human,6.67E-24,Human,GPTZero,Yes,US 8th grade essay,Human,887,NA
AI,0.014699634,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,444,Plain
AI,0.327680856,Human,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,906,Plain
AI,0.25,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,186,Simplify like non-native
AI,1.47E-05,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,498,Elevate using technical
AI,0.038109824,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,650,Elevate using technical
AI,7.62E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,492,Elevate using technical
AI,0.980631471,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,114,Simplify like non-native
AI,0.000285562,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,704,Plain
Human,0.000239645,Human,HFOpenAI,Yes,Real College Essays,Human,359,NA
AI,6.34E-07,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,692,Plain
Human,0.023188406,Human,GPTZero,Yes,Real CS224N,Human,837,NA
AI,0.000227352,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,607,Elevate using technical
Human,0.870862748,AI,GPTZero,No,Real TOEFL,Human,214,NA
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,402,NA
Human,0.098840884,Human,Sapling,No,Real TOEFL,Human,75,NA
Human,0.004625414,Human,Crossplag,Yes,Real CS224N,Human,873,NA
Human,0.000338434,Human,HFOpenAI,Yes,Real CS224N,Human,839,NA
AI,0.00018841,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,441,Elevate using technical
AI,1,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,628,Plain
AI,0.999817193,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,515,Plain
AI,0.002236649,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,380,Enhance like native
AI,0.989024937,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,468,Plain
Human,0.000305691,Human,Crossplag,Yes,Real CS224N,Human,805,NA
Human,0.251909941,Human,HFOpenAI,No,Real TOEFL,Human,418,NA
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,516,Elevate using technical
AI,0.25,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,85,Simplify like non-native
Human,0.00017124,Human,HFOpenAI,Yes,Real College Essays,Human,412,NA
AI,0.041613042,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,286,Enhance like native
Human,0.491952807,Human,HFOpenAI,Yes,Real CS224N,Human,758,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,298,Enhance like native
AI,0.125,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,353,Enhance like native
Human,0.000170921,Human,HFOpenAI,Yes,Real College Essays,Human,396,NA
AI,0.000201166,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,60,Elevate using literary
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,600,Elevate using technical
Human,0.000170214,Human,Crossplag,Yes,US 8th grade essay,Human,59,NA
Human,0.125,Human,ZeroGPT,No,Real TOEFL,Human,304,NA
Human,0.00030303,Human,Quil,Yes,US 8th grade essay,Human,115,NA
AI,0.999976435,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,482,Plain
Human,0.392672449,Human,HFOpenAI,Yes,US 8th grade essay,Human,135,NA
